id,smoking,yield
159256,0.5,0.4568836502961154
159257,0.5,0.26683528415080193
159258,0.5,0.6132687215022403
159259,0.5,0.19784609520215798
159260,0.5,0.6252128985642988
159261,0.5,0.6934892694850895
159262,0.5,0.33545165394954957
159263,0.5,0.13924946664875054
159264,0.5,0.19435845963115536
159265,0.5,0.0654750270037136
159266,0.5,0.4515696610929691
159267,0.5,0.21794978755564853
159268,0.5,0.055170482594288445
159269,0.5,0.2752097257897721
159270,0.5,-0.19174455136179158
159271,0.5,0.7625842276426832
159272,0.5,0.7881831141371461
159273,0.5,0.8790971162267718
159274,0.5,0.18361039676538327
159275,0.5,0.4936143282408311
159276,0.5,0.6221067963820893
159277,0.5,0.7754326983325506
159278,0.5,0.5801615449315175
159279,0.5,0.6452190163450423
159280,0.5,0.1382707961321338
159281,0.5,0.6989268769634975
159282,0.5,0.6043702234848366
159283,0.5,0.5481130171030175
159284,0.5,0.6003258634383011
159285,0.5,-0.07054393101127748
159286,0.5,0.7420901728171074
159287,0.5,0.056534318290784855
159288,0.5,0.25277716140973555
159289,0.5,0.6846311625883236
159290,0.5,0.814281157130225
159291,0.5,0.46600118343920727
159292,0.5,0.22742313542989845
159293,0.5,0.14820309628338843
159294,0.5,0.3014824520013692
159295,0.5,0.5385993717164317
159296,0.5,0.7398045307942219
159297,0.5,0.011941008602406464
159298,0.5,0.3308587087436524
159299,0.5,-0.1207413012623944
159300,0.5,0.16629758695235716
159301,0.5,0.15319890401261857
159302,0.5,0.19714458611823896
159303,0.5,0.15465204705602822
159304,0.5,0.2879106217095477
159305,0.5,0.777975195406555
159306,0.5,0.5752220492356108
159307,0.5,0.36488953687246883
159308,0.5,0.5428564359161256
159309,0.5,0.10599279520933959
159310,0.5,0.47641017755248094
159311,0.5,0.7108278083200947
159312,0.5,0.4113753731888513
159313,0.5,0.6691121672039728
159314,0.5,0.5462559435427685
159315,0.5,0.6344623869968193
159316,0.5,0.0867014021565727
159317,0.5,0.6300479110172299
159318,0.5,0.4400926775870863
159319,0.5,0.5435242569087653
159320,0.5,0.8389209383062773
159321,0.5,0.17699568447551137
159322,0.5,0.5646812199558036
159323,0.5,0.6181792667008305
159324,0.5,0.2903030947763829
159325,0.5,0.5230603258099162
159326,0.5,0.5570799549566242
159327,0.5,0.6995381093578765
159328,0.5,0.27128515646712037
159329,0.5,0.5549122190196113
159330,0.5,0.07506789318408416
159331,0.5,0.7783602689825214
159332,0.5,0.09421898563280863
159333,0.5,-0.1689326018396397
159334,0.5,0.37357953727466975
159335,0.5,0.22658655126463223
159336,0.5,0.37606559156244784
159337,0.5,0.5017154028980164
159338,0.5,0.48674832579357563
159339,0.5,0.7542011398883995
159340,0.5,0.6883787648968485
159341,0.5,0.7928850232570456
159342,0.5,0.813846571790884
159343,0.5,0.5552555064529215
159344,0.5,0.3224675573446803
159345,0.5,0.11754395346474869
159346,0.5,0.4546379551584574
159347,0.5,0.6949056299769611
159348,0.5,0.5159308369918967
159349,0.5,-0.06682826876109217
159350,0.5,0.14507093222840564
159351,0.5,0.5974703465081457
159352,0.5,0.34766305764489147
159353,0.5,0.4304533048637574
159354,0.5,-0.03275161889267511
159355,0.5,0.8663163554646133
159356,0.5,0.9421349081765468
159357,0.5,0.7846839461097243
159358,0.5,0.43862534966188027
159359,0.5,0.527992179286261
159360,0.5,0.10243021011228279
159361,0.5,0.7036354555969067
159362,0.5,0.05872410823678795
159363,0.5,0.5218555435663953
159364,0.5,0.7279379809272751
159365,0.5,0.4598094687662716
159366,0.5,-0.05399126429599796
159367,0.5,0.5241389594806926
159368,0.5,0.5111026792399482
159369,0.5,0.7856319471230009
159370,0.5,0.4739870810406078
159371,0.5,0.5027467356750319
159372,0.5,0.26247982509526
159373,0.5,0.6378948683117258
159374,0.5,0.5960180602573464
159375,0.5,0.9619336050760358
159376,0.5,0.7683432543938822
159377,0.5,-0.08496501124603294
159378,0.5,0.858913049146143
159379,0.5,0.3834212620498007
159380,0.5,0.06525155743729803
159381,0.5,-0.0034752708620559413
159382,0.5,0.5121204423692197
159383,0.5,0.031416610894615705
159384,0.5,0.6196678263988069
159385,0.5,0.07265649993632937
159386,0.5,0.5929647072592436
159387,0.5,0.7781341514306568
159388,0.5,0.5254846213895857
159389,0.5,-0.08151344674852137
159390,0.5,0.8820337873395958
159391,0.5,0.4067813370608998
159392,0.5,0.48431894320005625
159393,0.5,0.11020345587979068
159394,0.5,0.4353613364815264
159395,0.5,0.5284669745577376
159396,0.5,0.7382498647579416
159397,0.5,0.5978300791942489
159398,0.5,0.7348279100037562
159399,0.5,0.8818167602408394
159400,0.5,0.4945890280111105
159401,0.5,0.4996296419256106
159402,0.5,0.07589738166490916
159403,0.5,0.2312881757537509
159404,0.5,0.8198620851841036
159405,0.5,0.04184016617179597
159406,0.5,0.2902598510859332
159407,0.5,0.007663240877364173
159408,0.5,-0.06989482685065986
159409,0.5,0.867284080634882
159410,0.5,0.661606860214338
159411,0.5,1.6195089325875538
159412,0.5,0.7465451581396125
159413,0.5,0.5933862771134795
159414,0.5,0.2968255768281684
159415,0.5,0.3496659933683264
159416,0.5,0.46081835589479536
159417,0.5,0.42043954664139066
159418,0.5,0.5826542617030109
159419,0.5,0.1558860397892602
159420,0.5,0.6134303254657577
159421,0.5,0.5547663377075659
159422,0.5,0.23415656808107793
159423,0.5,0.06276730291885954
159424,0.5,0.10846891574046476
159425,0.5,0.6145914647992855
159426,0.5,0.18704610593000384
159427,0.5,0.1578915167282845
159428,0.5,-0.09531704455773526
159429,0.5,0.2863460019540565
159430,0.5,0.12874822501813918
159431,0.5,0.5533243859161501
159432,0.5,0.13738007398173915
159433,0.5,0.1488854944689049
159434,0.5,0.3545741648652195
159435,0.5,0.33266971555042657
159436,0.5,0.5961532421827621
159437,0.5,0.19106851435823644
159438,0.5,0.5757876227719673
159439,0.5,0.29952777998848873
159440,0.5,0.2292034610793653
159441,0.5,0.8820779309521494
159442,0.5,0.32015523918061534
159443,0.5,0.22282918722052703
159444,0.5,0.06724439511163427
159445,0.5,0.6321565147014375
159446,0.5,0.47050977173522796
159447,0.5,0.5326583864299674
159448,0.5,0.6835319151642452
159449,0.5,0.5845198585826086
159450,0.5,-0.08318322588121817
159451,0.5,0.5923279656648088
159452,0.5,0.6071137540278029
159453,0.5,0.16349970671811676
159454,0.5,0.42774783953788714
159455,0.5,0.5678253191085083
159456,0.5,-0.059691715860187
159457,0.5,0.8425429603863529
159458,0.5,0.5475028056269338
159459,0.5,0.5136480284068896
159460,0.5,0.21873998201296413
159461,0.5,0.49979612302934506
159462,0.5,0.20841656371451747
159463,0.5,0.03537211438101783
159464,0.5,0.6521889735932912
159465,0.5,0.40732994478374956
159466,0.5,0.16905983191805354
159467,0.5,0.6610978584605364
159468,0.5,0.8391961831021679
159469,0.5,0.528468711779762
159470,0.5,0.7615892597698791
159471,0.5,0.6855017100228765
159472,0.5,0.5858622795635168
159473,0.5,0.07212095497673428
159474,0.5,0.4064442308139785
159475,0.5,0.2644922686841838
159476,0.5,0.19420537302789065
159477,0.5,0.21276985237526433
159478,0.5,0.7686433288879807
159479,0.5,0.16567354882792723
159480,0.5,0.33683511826513923
159481,0.5,0.3514838036006339
159482,0.5,0.6884103732456679
159483,0.5,0.044353082711088725
159484,0.5,0.1232948265635479
159485,0.5,0.2217082738675734
159486,0.5,0.346801665439733
159487,0.5,0.1618992258077106
159488,0.5,0.6540300277223455
159489,0.5,0.3062298727307357
159490,0.5,0.4605113965097553
159491,0.5,1.0217975791149303
159492,0.5,0.36139776560034564
159493,0.5,0.8670147024779237
159494,0.5,-0.03364993686692931
159495,0.5,-0.10738879802688299
159496,0.5,0.8451294980703229
159497,0.5,0.3418586429041863
159498,0.5,0.5888335313077081
159499,0.5,0.4556283042478896
159500,0.5,0.24587167472839672
159501,0.5,0.4809079969758173
159502,0.5,0.5890237677140067
159503,0.5,0.10753404543773469
159504,0.5,0.5191948545716948
159505,0.5,-0.0022679222394692555
159506,0.5,0.5798146641565457
159507,0.5,0.7036933425943558
159508,0.5,0.6447897232246882
159509,0.5,0.9437381866446934
159510,0.5,0.16927125693753198
159511,0.5,-0.2010777824337475
159512,0.5,0.19737962235597162
159513,0.5,0.53843354083818
159514,0.5,0.08774205024934456
159515,0.5,0.6506364094533172
159516,0.5,0.5801332276810984
159517,0.5,0.07938643781339334
159518,0.5,-0.07040050437114156
159519,0.5,0.3713686741497188
159520,0.5,0.34425998727612067
159521,0.5,1.0036910236190775
159522,0.5,0.6066991039403239
159523,0.5,-0.031311829975570325
159524,0.5,0.7788285276614428
159525,0.5,0.03750891350739452
159526,0.5,0.2593263561059837
