id,Hardness
10407,2.772093023255815
10408,3.2013698630137
10409,5.632183908045978
10410,4.292045454545459
10411,4.969230769230771
10412,4.48730158730159
10413,4.076056338028172
10414,5.192
10415,3.812857142857144
10416,4.41904761904762
10417,4.540000000000001
10418,4.466216216216219
10419,5.971739130434783
10420,3.725490196078432
10421,5.663529411764708
10422,5.363333333333335
10423,4.9858024691358045
10424,5.508000000000002
10425,5.663529411764708
10426,2.184905660377358
10427,3.3812500000000005
10428,5.363333333333335
10429,5.335353535353536
10430,3.7397435897435902
10431,3.8019230769230785
10432,5.1750000000000025
10433,5.796666666666668
10434,5.4298850574712665
10435,6.00752688172043
10436,5.40515463917526
10437,5.888750000000002
10438,5.995121951219513
10439,5.245360824742269
10440,4.450847457627121
10441,3.1
10442,4.562745098039218
10443,3.3812500000000005
10444,4.23529411764706
10445,5.335353535353536
10446,3.4309859154929576
10447,5.257407407407408
10448,6.1547169811320765
10449,3.812857142857144
10450,5.888750000000002
10451,5.446478873239438
10452,3.2114285714285726
10453,4.815116279069769
10454,5.140298507462688
10455,2.3536231884057974
10456,3.3047619047619063
10457,2.7216867469879533
10458,6.610526315789474
10459,5.363333333333335
10460,3.5061855670103137
10461,5.694117647058825
10462,5.135443037974685
10463,5.694117647058825
10464,4.857692307692309
10465,3.3047619047619063
10466,5.1750000000000025
10467,5.703703703703705
10468,2.921649484536084
10469,5.192
10470,5.335353535353536
10471,5.398000000000001
10472,2.755056179775282
10473,5.888750000000002
10474,4.969230769230771
10475,6.00752688172043
10476,3.1017241379310354
10477,5.694117647058825
10478,4.466216216216219
10479,4.466216216216219
10480,4.483505154639178
10481,4.910101010101012
10482,5.500000000000002
10483,5.592156862745099
10484,2.3297297297297304
10485,3.812857142857144
10486,3.5979591836734706
10487,2.755056179775282
10488,4.912500000000001
10489,4.000000000000003
10490,3.5979591836734706
10491,6.0280000000000005
10492,6.200000000000001
10493,2.3536231884057974
10494,3.2013698630137
10495,3.0730769230769233
10496,3.6191011235955073
10497,5.696296296296298
10498,5.715686274509805
10499,5.703703703703705
10500,3.650000000000002
10501,2.921649484536084
10502,6.610526315789474
10503,5.335353535353536
10504,5.40515463917526
10505,4.153846153846157
10506,3.1508771929824566
10507,6.1957142857142875
10508,2.514035087719298
10509,2.3297297297297304
10510,3.4309859154929576
10511,2.331250000000001
10512,5.663529411764708
10513,5.40515463917526
10514,4.450847457627121
10515,2.755056179775282
10516,3.7397435897435902
10517,4.815116279069769
10518,4.6716049382716065
10519,5.971739130434783
10520,5.440384615384617
10521,4.722535211267608
10522,4.9858024691358045
10523,4.450847457627121
10524,3.1
10525,4.076056338028172
10526,2.7216867469879533
10527,5.1750000000000025
10528,5.477358490566039
10529,5.618461538461544
10530,2.772093023255815
10531,4.815116279069769
10532,5.4298850574712665
10533,4.918750000000001
10534,6.610526315789474
10535,5.618461538461544
10536,4.910101010101012
10537,4.466216216216219
10538,5.883018867924529
10539,5.1750000000000025
10540,3.3812500000000005
10541,2.3536231884057974
10542,3.471084337349401
10543,5.335353535353536
10544,5.9679012345679014
10545,4.9858024691358045
10546,5.446478873239438
10547,5.245360824742269
10548,4.950943396226416
10549,5.440384615384617
10550,5.918333333333335
10551,4.736507936507938
10552,4.918750000000001
10553,6.200000000000001
10554,3.4309859154929576
10555,3.2013698630137
10556,4.815116279069769
10557,5.612244897959184
10558,5.541509433962265
10559,4.000000000000003
10560,2.737096774193548
10561,4.736507936507938
10562,5.592156862745099
10563,2.737096774193548
10564,2.737096774193548
10565,3.7991935483870973
10566,3.471084337349401
10567,3.5061855670103137
10568,3.8222222222222224
10569,5.663529411764708
10570,5.335353535353536
10571,6.077777777777779
10572,5.430392156862746
10573,4.4266666666666685
10574,2.737096774193548
10575,4.722535211267608
10576,2.331250000000001
10577,2.9392156862745096
10578,4.950943396226416
10579,6.103370786516854
10580,2.514035087719298
10581,6.010000000000002
10582,4.000000000000003
10583,3.4013698630137017
10584,4.736507936507938
10585,2.612857142857144
10586,2.9392156862745096
10587,5.436046511627909
10588,3.0730769230769233
10589,5.888750000000002
10590,3.6191011235955073
10591,6.103370786516854
10592,3.2013698630137
10593,5.918333333333335
10594,5.328813559322035
10595,4.914084507042255
10596,4.540000000000001
10597,6.1957142857142875
10598,4.815116279069769
10599,5.4298850574712665
10600,3.3047619047619063
10601,5.335353535353536
10602,3.476000000000001
10603,4.918750000000001
10604,5.111475409836067
10605,2.184905660377358
10606,2.921649484536084
10607,5.683928571428573
10608,5.335353535353536
10609,6.610526315789474
10610,5.826229508196722
10611,4.918750000000001
10612,5.7966101694915295
10613,5.4298850574712665
10614,5.7966101694915295
10615,5.477358490566039
10616,6.958823529411766
10617,5.1436363636363645
10618,2.7216867469879533
10619,5.111475409836067
10620,6.077777777777779
10621,3.7397435897435902
10622,3.650000000000002
10623,5.321875000000001
10624,5.335353535353536
10625,5.694117647058825
10626,3.1017241379310354
10627,5.4298850574712665
10628,6.010000000000002
10629,5.663529411764708
10630,2.428846153846153
10631,4.9858024691358045
10632,3.8046153846153854
10633,2.755056179775282
10634,3.2013698630137
10635,3.4309859154929576
10636,4.914084507042255
10637,4.568421052631582
